,sentence,pos,language,switch
0,well maybe partially because a lot of the boy scout leaders are .,adv adv adv conj det:art n prep det:art n n n cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1,I mean and it sounds ...,pro:sub adj coord pro:per n +...,ENG ENG ENG ENG ENG,0
2,and I'm making this up I might be .,coord pro:sub part det:dem adv pro:sub mod cop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
3,but my theory would be it's men .,conj det:poss n mod cop pro:per n .,ENG ENG ENG ENG ENG ENG ENG,0
4,and so they think //.,coord co pro:sub v +//.,ENG ENG ENG ENG,0
5,you know .,pro:per v .,ENG ENG,0
6,.,None,,0
7,right they figure the guys are good swimmers good boaters good whatever .,adv pro:sub v det:art n cop adj n adj n adj pro:int .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
8,you know .,pro:per v .,ENG ENG,0
9,.,None,,0
10,right .,co .,ENG,0
11,you know .,pro:per v .,ENG ENG,0
12,and then that the leaders are just as you know as forthcoming in their knowledge whereas maybe they're thinking that the women are not as //.,coord adv:tem comp det:art n cop adv conj pro:per v adv adj prep det:poss n conj adv pro:sub part comp det:art n cop neg adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
13,.,None,,0
14,that's my theory you know .,pro:dem det:poss n pro:per v .,ENG ENG ENG ENG ENG,0
15,they do require that you know one of our leaders must be you know certified you know that those //.,pro:sub mod v comp pro:per v det:num prep det:poss n mod aux pro:per v part pro:per v comp pro:dem +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
16,.,None,,0
17,most of us aren't you know .,qn prep pro:obj cop pro:per v .,ENG ENG ENG ENG ENG ENG,0
18,we don't /.,pro:sub mod +/.,ENG ENG,0
19,.,None,,0
20,but //.,conj +//.,ENG,0
21,.,None,,0
22,hey Bob !,co n:prop !,ENG ENG,0
23,a question for you .,det:art n prep pro:per .,ENG ENG ENG ENG,0
24,who's our commissioning agent for FKKA ?,pro:int det:poss part n prep n:prop ?,ENG ENG ENG ENG ENG ENG,0
25,is it us because it's under fifty thousand ?,aux pro:per pro:obj conj pro:per adv det:num det:num ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
26,.,None,,0
27,right .,co .,ENG,0
28,but then for the prerequisite .,conj adv:tem prep det:art pre#n .,ENG ENG ENG ENG ENG,0
29,are we doing an enhance or just prerequisite for Florida Keys ?,cop pro:sub part det:art v coord adj pre#n prep n:prop n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
30,.,None,,0
31,the engineer of record as long as they're not on the team .,det:art n prep n prep adv adv pro:sub neg prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
32,.,None,,0
