,sentence,pos,language,switch
0,.,None,,0
1,sí no .,co adv .,ENG ENG,0
2,VCT is further long .,n:prop cop adv adv .,ENG ENG ENG ENG,0
3,.,None,,0
4,that would be ...,pro:dem mod cop +...,ENG ENG ENG,0
5,may .,mod .,ENG,0
6,that would be may .,pro:dem mod cop mod .,ENG ENG ENG ENG,0
7,May or June .,n:prop coord n:prop .,ENG ENG ENG,0
8,.,None,,0
9,what are you //.,pro:int cop pro:per +//.,ENG ENG ENG,0
10,no no no no changes .,co co co qn n .,ENG ENG ENG ENG ENG,0
11,what are you doing ?,pro:int aux pro:per part ?,ENG ENG ENG ENG,0
12,.,None,,0
13,oh okay .,co co .,ENG ENG,0
14,yeah .,co .,ENG,0
15,.,None,,0
16,.,None,,0
17,.,None,,0
18,the wrong label .,det:art adj n .,ENG ENG ENG,0
19,the wrong label .,det:art adj n .,ENG ENG ENG,0
20,.,None,,0
21,well let's see /.,co v v +/.,ENG ENG ENG,0
22,.,None,,0
23,you are gonna have to call Bob and Bill .,pro:per aux part v inf v n:prop coord n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
24,.,None,,0
25,Bill has to dig into in .,n:prop aux prep n prep adv .,ENG ENG ENG ENG ENG ENG,0
26,.,None,,0
27,and they know //.,coord pro:sub v +//.,ENG ENG ENG,0
28,this is what happened .,pro:dem cop pro:int v .,ENG ENG ENG ENG,0
29,it was our mistake .,pro:per cop det:poss n .,ENG ENG ENG ENG,0
30,I mean //.,pro:sub v +//.,ENG ENG,0
31,if we have to live with it we live with it .,conj pro:sub v inf v prep pro:per pro:sub v prep pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
32,.,None,,0
33,you know .,pro:per v .,ENG ENG,0
34,.,None,,0
35,yeah I know .,co pro:sub v .,ENG ENG ENG,0
36,I ...,pro:sub +...,ENG,0
37,.,None,,0
38,I mean //.,pro:sub v +//.,ENG ENG,0
39,unless that two callers clash dramatically .,conj det:dem det:num n n adv .,ENG ENG ENG ENG ENG ENG,0
40,and it looks like horrible .,coord pro:per v prep adj .,ENG ENG ENG ENG ENG,0
41,.,None,,0
42,I mean .,pro:sub v .,ENG ENG,0
43,it's we can live with .,pro:per pro:sub mod v prep .,ENG ENG ENG ENG ENG,0
44,it's not perfect .,pro:per neg adj .,ENG ENG ENG,0
45,.,None,,0
46,but we can live with it .,conj pro:sub mod v prep pro:per .,ENG ENG ENG ENG ENG ENG,0
47,I mean .,pro:sub v .,ENG ENG,0
48,it's just //.,pro:per adj +//.,ENG ENG,0
49,you know .,pro:per v .,ENG ENG,0
50,I mean .,pro:sub v .,ENG ENG,0
51,if there wasn't a lot of tile maybe it's not a big deal .,conj adv cop det:art n prep n adv pro:per neg det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
