,sentence,pos,language,switch
0,.,None,,0
1,mira quien apareció .,co pro:rel v .,ENG ENG ENG,0
2,I'm sorry .,pro:sub adj .,ENG ENG,0
3,I am so full .,pro:sub cop adv adj .,ENG ENG ENG ENG,0
4,had lunch with my brother and my parents .,v n prep det:poss n coord det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
5,fuimos a Versailles .,L2 L2 n:prop .,ESP ESP ENG,1
6,.,None,,0
7,mi hermano es el que vive en Europa .,det:pos n cop det:art pro:rel v prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
8,.,None,,0
9,"yeah , he got here on the thirtieth .",co cm pro:sub v adv prep det:art adj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
10,.,None,,0
11,"no , both him and my other brother got here after Christmas before //.",co cm post pro:obj coord det:poss qn n v adv adv:tem n:prop adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
12,niña .,co:voc .,ENG,0
13,right after //.,adv adv:tem +//.,ENG ENG,0
14,no queda nada .,adv v v .,ENG ENG ENG,0
15,and nobody throws the things away .,coord pro:indef v det:art n adv .,ENG ENG ENG ENG ENG ENG,0
16,how shameful of them .,pro:int adj prep pro:obj .,ENG ENG ENG ENG,0
17,.,None,,0
18,so he'll be here until next week actually .,adv pro:sub cop adv prep adj n adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
19,.,None,,0
20,no .,co .,ENG,0
21,hey yeah .,co co .,ENG ENG,0
22,he's got like a shirt //.,pro:sub part co det:art n +//.,ENG ENG ENG ENG ENG,0
23,my brother lives in Wales .,det:poss n n prep n:prop .,ENG ENG ENG ENG ENG,0
24,he's got like a shirt and a jacket .,pro:sub part co det:art n coord det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
25,.,None,,0
26,what to do .,pro:int inf v .,ENG ENG ENG,0
27,"and he is looking at me like ""/.","coord pro:sub aux part prep pro:obj prep +""/.",ENG ENG ENG ENG ENG ENG ENG,0
28,you look like a balloon in a ski slope the the sunglasses the sweater the jacket .,pro:per v conj det:art n prep det:art adj n det:art det:art n det:art n det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
29,like I don't live in the UK .,conj pro:sub mod v prep det:art n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
30,.,None,,0
31,yes .,co .,ENG,0
32,.,None,,0
33,.,None,,0
34,.,None,,0
35,dating moon or anything .,part n coord pro:indef .,ENG ENG ENG ENG,0
36,.,None,,0
37,not a single comment came back from them .,neg det:art n n v adv prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG,0
38,.,None,,0
