,sentence,pos,language,switch
0,okay .,co .,ENG,0
1,no pero pobrecito he's only forty five .,co L2 L2 pro:sub adv det:num det:num .,ENG ESP ESP ENG ENG ENG ENG,1
2,Tommy .,n:prop .,ENG,0
3,no .,co .,ENG,0
4,Tommy says que he's /.,n:prop v L2 pro:sub +/.,ENG ENG ESP ENG,1
5,he's Danny's age .,pro:sub adj n .,ENG ENG ENG,0
6,that's what I told Tommy .,pro:dem pro:int pro:sub v n:prop .,ENG ENG ENG ENG ENG,0
7,"I go ""/.","pro:sub v +""/.",ENG ENG,0
8,Tommy what do you want ?,n:prop pro:int mod pro:per v ?,ENG ENG ENG ENG ENG,0
9,I turn around .,pro:sub v adv .,ENG ENG ENG,0
10,you're forgetting that that's Danny's age .,pro:per part adv pro:rel adj n .,ENG ENG ENG ENG ENG ENG,0
11,Bonnie likes los viejos .,n:prop v L2 L2 .,ENG ENG ESP ESP,1
12,what do you want her to do ?,pro:int mod pro:per v pro:obj inf v ?,ENG ENG ENG ENG ENG ENG ENG,0
13,oh my god but he's not un viejo .,co det:poss n conj pro:sub neg L2 L2 .,ENG ENG ENG ENG ENG ENG ESP ESP,1
14,well Tommy's thirty one I mean .,co adj det:num det:num pro:sub v .,ENG ENG ENG ENG ENG ENG,0
15,I guess considerably for him .,pro:sub v adv prep pro:obj .,ENG ENG ENG ENG ENG,0
16,I don't know .,pro:sub mod v .,ENG ENG ENG,0
17,ten years between a man and a woman is not a big deal right .,det:num n prep det:art n coord det:art n cop neg det:art adj n adj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
18,It's /.,adj +/.,ENG,0
19,look at her .,v prep pro:obj .,ENG ENG ENG,0
20,she's making faces .,pro:sub part n .,ENG ENG ENG,0
21,to me apparently ...,prep pro:obj adv +...,ENG ENG ENG,0
22,.,None,,0
23,I've always been partial to older men .,pro:sub adv cop adj prep adj n .,ENG ENG ENG ENG ENG ENG ENG,0
24,older older el viejo we're calling him el viejo .,adj adj L2 L2 pro:sub part pro:obj L2 L2 .,ENG ENG ESP ESP ENG ENG ENG ESP ESP,1
25,.,None,,0
26,ah !,co !,ENG,0
27,.,None,,0
28,that's a problem .,pro:dem det:art n .,ENG ENG ENG,0
29,oh no that's not legal .,co co pro:dem neg adj .,ENG ENG ENG ENG ENG,0
30,that's a problem .,pro:dem det:art n .,ENG ENG ENG,0
31,that's a problem .,pro:dem det:art n .,ENG ENG ENG,0
32,no that's not legal .,co pro:dem neg adj .,ENG ENG ENG ENG,0
33,that's not legal .,pro:dem neg adj .,ENG ENG ENG,0
34,although I have skated the twenty one mark before .,conj pro:sub aux part det:art det:num det:num n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
35,you have skated dangerously close to there .,pro:per v v adv adj prep n .,ENG ENG ENG ENG ENG ENG ENG,0
36,but that's fun .,conj pro:dem n .,ENG ENG ENG,0
37,that's fun .,pro:dem adj .,ENG ENG,0
38,I am proud to admit .,pro:sub cop adj inf v .,ENG ENG ENG ENG ENG,0
39,but that's fun .,conj pro:dem n .,ENG ENG ENG,0
