,sentence,pos,language,switch
0,the purpose ah for this meeting today is for to make ourselves independent from the county as far as the testing ah ...,det:art n co prep det:dem n:gerund adv:tem cop prep inf v pro:refl in#adj prep det:art n prep adv conj det:art n:gerund co +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1,qué están haciendo hoy ?,pro:int aux ger adv ?,ENG ENG ENG ENG,0
2,okay okay .,co co .,ENG ENG,0
3,yeah he was there .,co pro:sub cop adv .,ENG ENG ENG ENG,0
4,we'll actually he was trying to solve the problem with the .,pro:sub adv pro:sub aux part inf v det:art n prep det:art .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
5,yeah but what's the purpose for the meeting ?,co conj pro:int det:art n prep det:art n:gerund ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
6,the purpose for the meeting is to /.,det:art n prep det:art n:gerund cop inf +/.,ENG ENG ENG ENG ENG ENG ENG,0
7,not independence yet .,neg in#n adv .,ENG ENG ENG,0
8,eventually .,adv .,ENG,0
9,is to find out todos los problemas que pasan porque we can't get the the ah Excel sheet on one page you know .,cop inf v adv L2 L2 L2 L2 L2 L2 pro:sub mod v det:art det:art co n:prop n prep det:num n pro:per v .,ENG ENG ENG ENG ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
10,we have to be doing little different things to get one report so we can send it downtown so they can you know send it to us .,pro:sub v inf aux part adj adj n inf v det:num n co pro:sub mod v pro:per adv conj pro:sub mod pro:per v v pro:per prep pro:obj .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
11,I don't know if you guys know but they're gonna start giving us a C_J_Bat test at work .,pro:sub mod v comp pro:per n v conj pro:sub part v part pro:obj det:art n:prop n prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
12,at work ?,prep n ?,ENG ENG,0
13,yeah .,co .,ENG,0
14,online ?,adj ?,ENG,0
15,the the classroom is gonna be set up as a testing area .,det:art det:art n aux part aux part adv prep det:art n:gerund n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
16,oh wow .,co co .,ENG ENG,0
17,and that's why ?,coord pro:rel pro:rel ?,ENG ENG ENG,0
18,and I'm sure you're gonna be involved with that .,coord pro:sub adj pro:per part aux part prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
19,and why is that ?,coord pro:int cop pro:dem ?,ENG ENG ENG ENG,0
20,we're not really .,pro:sub neg adv .,ENG ENG ENG,0
21,yes you are .,co pro:per cop .,ENG ENG ENG,0
22,money .,n .,ENG,0
23,no ?,co ?,ENG,0
24,they only helped us .,pro:sub adv v pro:obj .,ENG ENG ENG ENG,0
25,well but /.,co conj +/.,ENG ENG,0
26,that had nothing to do with .,pro:rel v pro:indef inf v prep .,ENG ENG ENG ENG ENG ENG,0
27,yeah but he has to set up the software .,co conj pro:sub aux inf v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
28,no .,co .,ENG,0
29,no that's the system .,co pro:dem det:art n .,ENG ENG ENG ENG,0
30,okay saying is why is they gonna start giving out the tests ?,co n:gerund cop pro:int cop pro:sub part v part prep det:art n ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
31,ahí ?,adv ?,ENG,0
32,ah at the headquarters uhuh .,co prep det:art n:pt co .,ENG ENG ENG ENG ENG,0
33,para tener control .,prep inf n .,ENG ENG ENG,0
34,okay .,co .,ENG,0
35,nosotros remember we want to give the test not waiting for them to give the test .,L2 v pro:sub v inf v det:art n neg part prep pro:obj inf v det:art n .,ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
36,a ver .,aprep inf .,ENG ENG,0
37,you know the scheduling ?,pro:per v det:art n:gerund ?,ENG ENG ENG ENG,0
38,it's gonna be three times in a week .,pro:per part cop det:num n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
