,sentence,pos,language,switch
0,within hours of arriving dare American of Nicaraguan descent pissed off some sheik .,prep n prep n:gerund v n:prop prep n:prop n v prep qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
1,"told him he was full of it ""/.","v pro:obj pro:sub cop adj prep pro:per +""/.",ENG ENG ENG ENG ENG ENG ENG,0
2,how dare he speak to her that way .,pro:int mod pro:sub v prep det:poss adv adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
3,not to Paul Mackey !,neg prep n:prop n:prop !,ENG ENG ENG ENG,0
4,and she shut them !,coord pro:sub v pro:obj !,ENG ENG ENG ENG,0
5,and he shut them !,coord pro:sub v pro:obj !,ENG ENG ENG ENG,0
6,.,None,,0
7,ah .,co .,ENG,0
8,ay coño !,co co !,ENG ENG,0
9,ah .,co .,ENG,0
10,tsk all right huh .,co qn n co .,ENG ENG ENG ENG,0
11,ugh ah .,co co .,ENG ENG,0
12,.,None,,0
13,.,None,,0
14,you where ?,pro:per pro:rel ?,ENG ENG,0
15,.,None,,0
16,where are you going I'm sorry ?,pro:int aux pro:per part pro:sub adj ?,ENG ENG ENG ENG ENG ENG,0
17,.,None,,0
18,ahhah .,co .,ENG,0
19,.,None,,0
20,ow okay .,co co .,ENG ENG,0
21,.,None,,0
22,where are you going ?,pro:int aux pro:per part ?,ENG ENG ENG ENG,0
23,what are you going out to get ?,pro:int aux pro:per part adv inf v ?,ENG ENG ENG ENG ENG ENG ENG,0
24,.,None,,0
25,hey .,co .,ENG,0
26,.,None,,0
27,uhhuh .,co .,ENG,0
28,.,None,,0
29,have fun !,v n !,ENG ENG,0
30,okay .,co .,ENG,0
31,ay ugh ugh .,co co co .,ENG ENG ENG,0
32,a ver qué esto esta qué esto esta mierda que me mandaron esta gente !,aprep inf pro:int pro:dem imp pro:int pro:dem imp n pro:rel pro:obj v imp n !,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
33,.,None,,0
34,no I brought some lunch thank you .,co pro:sub v qn n v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
35,.,None,,0
36,.,None,,0
37,ay dios mío qué esto esta mierda .,co co pro:pos pro:int pro:dem imp n .,ENG ENG ENG ENG ENG ENG ENG,0
38,.,None,,0
39,wow as long as you don't put any peppers on mine .,co adv adv prep pro:per mod v qn n prep pro:poss .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
40,.,None,,0
41,I mean I'm sorry cauliflower or broccoli or any of that .,pro:sub v pro:sub adj n coord n coord qn prep pro:dem .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
42,.,None,,0
43,I want to make sure !,pro:sub v inf v adj !,ENG ENG ENG ENG ENG,0
44,because I don't like that stuff .,conj pro:sub mod v det:dem n .,ENG ENG ENG ENG ENG ENG,0
45,all right what the hell ...,qn n pro:int det:art n +...,ENG ENG ENG ENG ENG,0
46,.,None,,0
47,ay Palm MacDonalds .,co n:prop n:prop .,ENG ENG ENG,0
48,.,None,,0
49,Claudia .,n:prop .,ENG,0
50,ugh pack one .,co n pro:indef .,ENG ENG ENG,0
51,aw sorry .,co co .,ENG ENG,0
52,I mean at throw stuff on the ground .,pro:sub v prep v n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
53,ugh ugh pack one .,co co n pro:indef .,ENG ENG ENG ENG,0
54,ugh just .,co adv .,ENG ENG,0
55,tsk yes .,co co .,ENG ENG,0
56,phew pack one ugh .,co n pro:indef co .,ENG ENG ENG ENG,0
57,aw six .,co det:num .,ENG ENG,0
58,yep one two three four five six aw .,co det:num det:num det:num det:num det:num det:num co .,ENG ENG ENG ENG ENG ENG ENG ENG,0
59,aw ugh aw .,co co co .,ENG ENG ENG,0
60,what did I do with transmetal sheet for this product aw tsk ?,pro:int mod pro:sub v prep n n prep det:dem n co co ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
61,.,None,,0
62,and that would be how much money ?,coord pro:dem mod cop pro:rel qn n ?,ENG ENG ENG ENG ENG ENG ENG,0
63,.,None,,0
64,what a bargain !,pro:int det:art n !,ENG ENG ENG,0
65,how much is the bargain for ?,pro:int adv cop det:art n prep ?,ENG ENG ENG ENG ENG ENG,0
66,.,None,,0
67,.,None,,0
68,yes .,co .,ENG,0
69,aw .,co .,ENG,0
70,oh I'm sorry I didn't mean to create a booby trap with boxes and binders .,co pro:sub adj pro:sub mod adj inf v det:art adj n prep n coord n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
71,one two .,det:num det:num .,ENG ENG,0
72,.,None,,0
73,hm .,co .,ENG,0
74,.,None,,0
75,I beg your pardon .,pro:sub v det:poss n .,ENG ENG ENG ENG,0
76,.,None,,0
77,they went for lunch .,pro:sub v prep n .,ENG ENG ENG ENG,0
78,.,None,,0
79,.,None,,0
80,this is a paper nightmare !,pro:dem cop det:art n n !,ENG ENG ENG ENG ENG,0
81,.,None,,0
82,at least you only gotta do one .,prep n pro:per adv mod v pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
83,I'll be an expert by the time your stuff arrives .,pro:sub cop det:art adj prep det:art n det:poss n v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
84,.,None,,0
85,I gave up on the sharp drawings .,pro:sub v adv prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG,0
86,"I said ""/.","pro:sub v +""/.",ENG ENG,0
87,whatever the field people brought me back that's what they're getting .,pro:int det:art n n v pro:obj adv pro:dem pro:int pro:sub part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
88,ha I'm not even gonna bother to check to see it's all there or not .,co pro:sub neg v part v prep n inf v pro:per adv adv coord neg .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
89,look at this !,v prep pro:dem !,ENG ENG ENG,0
90,so I gave up !,co pro:sub v adv !,ENG ENG ENG ENG,0
91,"I said ""/.","pro:sub v +""/.",ENG ENG,0
92,.,None,,0
