,sentence,pos,language,switch
0,oh you're recycling .,co pro:per part .,ENG ENG ENG,0
1,you are so good .,pro:per cop adv adj .,ENG ENG ENG ENG,0
2,goody morning .,co n .,ENG ENG,0
3,.,None,,0
4,a ver ?,aprep inf ?,ENG ENG,0
5,ay is very pretty .,L2 cop adv adv .,ESP ENG ENG ENG,1
6,she is not a cling new one .,pro:sub cop neg det:art v adj pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
7,.,None,,0
8,she is not clingy .,pro:sub cop neg adj .,ENG ENG ENG ENG,0
9,.,None,,0
10,qué es eso ?,pro:int cop pro:dem ?,ENG ENG ENG,0
11,.,None,,0
12,ah te dijo que sí ?,co L2 L2 L2 L2 ?,ENG ESP ESP ESP ESP,1
13,y van ellos o no ?,coord v pro:sub coord adv ?,ENG ENG ENG ENG ENG,0
14,.,None,,0
15,okay .,co .,ENG,0
16,es en Boca right ?,L2 L2 n:prop co ?,ESP ESP ENG ENG,1
17,.,None,,0
18,en el right ?,L2 L2 co ?,ESP ESP ENG,1
19,.,None,,0
20,.,None,,0
21,.,None,,0
22,déjame ponerme en mi calendar .,L2 L2 L2 L2 n .,ESP ESP ESP ESP ENG,1
23,porque you know I forget things .,L2 pro:per v pro:sub v n .,ESP ENG ENG ENG ENG ENG,1
24,.,None,,0
25,thank you .,v pro:per .,ENG ENG,0
26,.,None,,0
27,no you don't have to look it up .,co pro:per mod v inf v pro:per adv .,ENG ENG ENG ENG ENG ENG ENG ENG,0
28,.,None,,0
29,menos de precio que nos habían .,adv prep n pro:rel pro:obj v .,ENG ENG ENG ENG ENG ENG,0
30,.,None,,0
31,.,None,,0
32,.,None,,0
33,ah okay .,co L2 .,ENG ESP,1
34,oh that's not Sonia .,co pro:dem neg n:prop .,ENG ENG ENG ENG,0
35,you are not a clingy .,pro:per cop neg det:art adj .,ENG ENG ENG ENG ENG,0
36,.,None,,0
37,as Maria and Hannah .,conj n:prop coord n:prop .,ENG ENG ENG ENG,0
38,.,None,,0
39,qué descarada !,L2 L2 !,ESP ESP,0
40,.,None,,0
41,.,None,,0
42,.,None,,0
43,i candy .,L2 n .,ESP ENG,1
44,i .,L2 .,ESP,0
45,.,None,,0
46,.,None,,0
47,Tom John says i candy .,n:prop n:prop v L2 n .,ENG ENG ENG ESP ENG,1
48,.,None,,0
49,sí .,L2 .,ESP,0
50,.,None,,0
51,so warm candy she's degraded to .,adv adj n pro:sub de#part prep .,ENG ENG ENG ENG ENG ENG,0
52,.,None,,0
53,is it her own candy she's degraded to ?,aux pro:per det:poss adj n pro:sub de#part prep ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
54,.,None,,0
55,so how old are you ?,adv pro:int adj aux pro:per ?,ENG ENG ENG ENG ENG,0
56,.,None,,0
57,thirty two .,det:num det:num .,ENG ENG,0
58,you are such a youngster !,pro:per cop qn det:art n !,ENG ENG ENG ENG ENG,0
59,.,None,,0
60,oh qué vieja estás .,co L2 L2 L2 .,ENG ESP ESP ESP,1
61,.,None,,0
62,I agree .,pro:sub v .,ENG ENG,0
63,my parents have some friends that they knew from ...,det:poss n v qn n pro:rel pro:sub v prep +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
64,.,None,,0
65,either right after they left Cuba .,qn n conj pro:sub v n:prop .,ENG ENG ENG ENG ENG ENG,0
66,there were Cubans .,pro:exist cop n:prop .,ENG ENG ENG,0
67,and they met //.,coord pro:sub v +//.,ENG ENG ENG,0
68,my father met them in Bahamas or something he were .,det:poss n v pro:obj prep n:prop coord pro:indef pro:sub cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
69,anyway my father used to tease her .,co det:poss n v inf v pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
70,because she said .,conj pro:sub v .,ENG ENG ENG,0
71,eh you know .,co pro:per v .,ENG ENG ENG,0
72,she got older .,pro:sub v adj .,ENG ENG ENG,0
73,se quitaba años no ?,pro:refl v n adv ?,ENG ENG ENG ENG,0
74,"decía ""/.","L2 +""/.",ESP,0
75,Cristina por favor .,L2 L2 L2 .,ESP ESP ESP,0
76,at this rate //.,prep det:dem n +//.,ENG ENG ENG,0
77,.,None,,0
78,you'll be younger than my child !,pro:per aux adj prep det:poss n !,ENG ENG ENG ENG ENG ENG,0
79,do you know .,mod pro:per v .,ENG ENG ENG,0
80,because she //.,conj pro:sub +//.,ENG ENG,0
81,and she was nice .,coord pro:sub cop adj .,ENG ENG ENG ENG,0
82,she would also remove /.,pro:sub mod adv v +/.,ENG ENG ENG ENG,0
83,.,None,,0
84,she would also remove age from her children .,pro:sub mod adv v n prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
85,.,None,,0
86,so that you know .,adv pro:rel pro:per v .,ENG ENG ENG ENG,0
87,you couldn't figure that out .,pro:per mod v comp adv .,ENG ENG ENG ENG ENG,0
88,"he's like ""/.","pro:sub prep +""/.",ENG ENG,0
89,wait a minute .,v det:art n .,ENG ENG ENG,0
90,he used to tease her .,pro:sub v inf v pro:obj .,ENG ENG ENG ENG ENG,0
91,wait a minute .,v det:art n .,ENG ENG ENG,0
92,your oldest daughter is actually older than my son .,det:poss adj n cop adv adj prep det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
