,sentence,pos,language,switch
0,and you are good to .,coord pro:per cop adj inf .,ENG ENG ENG ENG ENG,0
1,how do I know if it is doubled ?,pro:int mod pro:sub v comp pro:per aux part ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
2,you can see it in the thing .,pro:per mod v pro:per prep det:art n .,ENG ENG ENG ENG ENG ENG ENG,0
3,oh I don't know if it's doubled .,co pro:sub mod v comp pro:per part .,ENG ENG ENG ENG ENG ENG ENG,0
4,I don't see nothing .,pro:sub mod v pro:indef .,ENG ENG ENG ENG,0
5,because you are blind .,conj pro:per cop adj .,ENG ENG ENG ENG,0
6,yeah so .,co co .,ENG ENG,0
7,ciega .,n .,ENG,0
8,y qué ?,coord pro:int ?,ENG ENG,0
9,and then ...,coord adv:tem +...,ENG ENG,0
10,yeah but I'm sure you are still gonna do the hair thing .,co conj pro:sub adj pro:per aux adv part v det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
11,yeah but I'm gonna look like a retard .,co conj pro:sub part v conj det:art v .,ENG ENG ENG ENG ENG ENG ENG ENG,0
12,why ?,pro:rel ?,ENG,0
13,is it cute ?,aux pro:per adj ?,ENG ENG ENG,0
14,if anything you look the cutest .,conj pro:indef pro:per v det:art adj .,ENG ENG ENG ENG ENG ENG,0
15,ah you are gay .,co pro:per cop adj .,ENG ENG ENG ENG,0
16,ah .,co .,ENG,0
17,you know .,pro:per v .,ENG ENG,0
18,I think I don't know what this is .,pro:sub v pro:sub mod v pro:int det:dem cop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
19,water stupid .,n adj .,ENG ENG,0
20,is that water ?,cop pro:dem v ?,ENG ENG ENG,0
21,yeah .,co .,ENG,0
22,give me some water .,v pro:obj qn n .,ENG ENG ENG ENG,0
23,water ?,n ?,ENG,0
24,water .,n .,ENG,0
25,I'm from England .,pro:sub prep n:prop .,ENG ENG ENG,0
26,ahhah .,co .,ENG,0
27,Harry_Potter .,n:prop .,ENG,0
28,Harry_Potter !,n:prop !,ENG,0
29,.,None,,0
30,back to Hogwarts .,adv prep n:prop .,ENG ENG ENG,0
31,Hogwarts .,n:prop .,ENG,0
32,.,None,,0
33,I'm Emma .,pro:sub n:prop .,ENG ENG,0
34,nice to meet you .,adj inf v pro:per .,ENG ENG ENG ENG,0
35,Emma_Watson her name is Hermione stupid .,n:prop det:poss n cop n:prop adj .,ENG ENG ENG ENG ENG ENG,0
36,I'm just saying I'm Emma .,pro:sub adv part pro:sub n:prop .,ENG ENG ENG ENG ENG,0
37,not not I'm not on Harry_Potter anymore .,neg neg pro:sub neg prep n:prop adv .,ENG ENG ENG ENG ENG ENG ENG,0
38,oh I thought you were talking about Hermione .,co pro:sub v pro:per aux part prep n:prop .,ENG ENG ENG ENG ENG ENG ENG ENG,0
39,hello Emma .,co n:prop .,ENG ENG,0
40,hello poppet .,co n .,ENG ENG,0
41,poppet that's frikking ...,n pro:rel adj +...,ENG ENG ENG,0
42,laugh .,n .,ENG,0
43,Manuela works like with the cop .,n:prop v co prep det:art n .,ENG ENG ENG ENG ENG ENG,0
44,and since she has that counting card .,coord conj pro:sub aux adv part n .,ENG ENG ENG ENG ENG ENG ENG,0
45,she has like the radio there like the cop radio .,pro:sub aux prep det:art n adv prep det:art n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
46,ahhah .,co .,ENG,0
47,"and I was sending her to get on it and go ""/.","coord pro:sub aux part pro:obj inf v prep pro:per coord v +""/.",ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
48,hello poppet .,co n .,ENG ENG,0
49,.,None,,0
50,hello .,co .,ENG,0
51,.,None,,0
