,sentence,pos,language,switch
0,not having fun yet .,neg part n adv .,ENG ENG ENG ENG,0
1,are you ?,cop pro:per ?,ENG ENG,0
2,.,None,,0
3,do //?,v +//?,ENG,0
4,ah Carl says he's got some free time .,co n:prop v pro:sub part qn adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
5,do we need any drafting ?,mod pro:sub v qn part ?,ENG ENG ENG ENG ENG,0
6,.,None,,0
7,you've to know if you have something .,pro:per inf v comp pro:per v pro:indef .,ENG ENG ENG ENG ENG ENG ENG,0
8,.,None,,0
9,.,None,,0
10,.,None,,0
11,well I disagree .,co pro:sub dis#v .,ENG ENG ENG,0
12,there you have to teach your children //.,adv pro:per v inf v det:poss n +//.,ENG ENG ENG ENG ENG ENG ENG,0
13,.,None,,0
14,that there's different levels of sickness .,pro:rel pro:exist adj n prep n .,ENG ENG ENG ENG ENG ENG,0
15,and there's different levels //.,coord pro:exist adj n +//.,ENG ENG ENG ENG,0
16,otherwise they wimp out at the first //.,adv pro:sub v adv prep det:art adj +//.,ENG ENG ENG ENG ENG ENG ENG,0
17,ah ya ya .,co L2 L2 .,ENG ESP ESP,1
18,you know .,pro:per v .,ENG ENG,0
19,the first .,det:art adj .,ENG ENG,0
20,.,None,,0
21,it means nothing .,pro:per v pro:indef .,ENG ENG ENG,0
22,.,None,,0
23,.,None,,0
24,.,None,,0
25,well there's a pattern here honey that may /.,co pro:exist det:art n adv n adv adj +/.,ENG ENG ENG ENG ENG ENG ENG ENG,0
26,.,None,,0
27,yeah yeah yeah yeah .,co co co co .,ENG ENG ENG ENG,0
28,but if I didn't tell you that the fever go .,conj conj pro:sub mod v pro:per comp det:art n v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
29,.,None,,0
30,.,None,,0
31,.,None,,0
32,who's this ?,pro:int pro:dem ?,ENG ENG,0
33,.,None,,0
34,we appreciate that .,pro:sub v pro:dem .,ENG ENG ENG,0
35,I'm glad you see it that way .,pro:sub adj pro:per v pro:per det:dem n .,ENG ENG ENG ENG ENG ENG ENG,0
36,.,None,,0
37,ah she was young .,co pro:sub cop adj .,ENG ENG ENG ENG,0
38,what king of cancer does she have ?,pro:int n prep n mod pro:sub v ?,ENG ENG ENG ENG ENG ENG ENG,0
39,.,None,,0
40,master size ?,adj n ?,ENG ENG,0
41,.,None,,0
42,so they didn't catch the breast cancer /.,co pro:sub mod v det:art n n +/.,ENG ENG ENG ENG ENG ENG ENG,0
43,.,None,,0
44,they didn't catch the breast cancer early enough ?,pro:sub mod v det:art n n adv adv ?,ENG ENG ENG ENG ENG ENG ENG ENG,0
45,.,None,,0
46,no boy .,qn n .,ENG ENG,0
47,.,None,,0
48,.,None,,0
49,.,None,,0
50,ay .,L2 .,ESP,0
51,.,None,,0
52,.,None,,0
53,yes ?,co ?,ENG,0
54,.,None,,0
55,the stapler ?,det:art n ?,ENG ENG,0
56,.,None,,0
57,ah ...,co +...,ENG,0
58,.,None,,0
59,no .,co .,ENG,0
60,.,None,,0
61,.,None,,0
62,mhm .,co .,ENG,0
63,.,None,,0
64,tuesday .,n .,ENG,0
65,okay .,co .,ENG,0
66,I saw that .,pro:sub v comp .,ENG ENG ENG,0
67,.,None,,0
68,.,None,,0
69,Carl ?,n:prop ?,ENG,0
70,the ah field report that you made for John ?,det:art co n n pro:rel pro:per v prep n:prop ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
71,did you make PDF out of them ?,mod pro:per v L2 adv prep pro:obj ?,ENG ENG ENG ESP ENG ENG ENG,1
72,okay .,co .,ENG,0
73,eh did you send them yet to John or not ?,co mod pro:per v pro:obj adv prep n:prop coord neg ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
74,okay okay .,co co .,ENG ENG,0
75,okay .,co .,ENG,0
76,.,None,,0
77,.,None,,0
78,I do .,pro:sub v .,ENG ENG,0
79,but I used it .,conj pro:sub v pro:per .,ENG ENG ENG ENG,0
80,so you have to wash it .,co pro:per v inf v pro:per .,ENG ENG ENG ENG ENG ENG,0
81,.,None,,0
82,no so I'm telling you .,co adv pro:sub part pro:per .,ENG ENG ENG ENG ENG,0
83,.,None,,0
84,.,None,,0
85,that's fine .,pro:dem adj .,ENG ENG,0
86,.,None,,0
87,mhm .,co .,ENG,0
88,.,None,,0
89,a cucharas ?,aprep n ?,ENG ENG,0
90,.,None,,0
91,no no había .,adv adv v .,ENG ENG ENG,0
92,.,None,,0
93,pero había un montón el otro día .,conj v det:art n det:art pro:indef n .,ENG ENG ENG ENG ENG ENG ENG,0
94,dónde se metieron ?,pro:int pro:refl v ?,ENG ENG ENG,0
95,.,None,,0
96,y no tenemos .,L2 L2 L2 .,ESP ESP ESP,0
97,.,None,,0
98,.,None,,0
99,.,None,,0
100,that's a lot of spoons .,pro:dem det:art n prep n .,ENG ENG ENG ENG ENG,0
101,pero había un montón .,conj v det:art n .,ENG ENG ENG ENG,0
102,.,None,,0
103,no eso sí lo tiran .,adv pro:dem co pro:obj v .,ENG ENG ENG ENG ENG,0
104,porque a veces te las encuentras todas las cucharitas ahí puestas .,conj aprep n pro:obj pro:obj v det:indef det:art n adv part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
105,.,None,,0
106,eh eh eh .,co co co .,ENG ENG ENG,0
107,yo llegué a la conclusión que son tipo marido .,pro:sub v aprep det:art n pro:rel cop n n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
108,ay tengo que hablar con mi marido .,L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ESP ESP ESP,0
109,se quita la ropa para ir hasta aikido .,pro:refl v det:art n prep inf prep n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
110,la deja chora aquí en el piso .,pro:obj v n adv prep det:art v .,ENG ENG ENG ENG ENG ENG ENG,0
111,y la camisa .,coord det:art n .,ENG ENG ENG,0
112,y el cosa para lavar la ropa está menos de quince pulgadas .,coord det:art v prep inf det:art n cop adv prep det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
113,.,None,,0
114,no mi hamper ni siquiera tiene tapa .,L2 L2 n L2 L2 L2 L2 .,ESP ESP ENG ESP ESP ESP ESP,1
115,es un big big //.,L2 L2 adj adj +//.,ESP ESP ENG ENG,1
116,you know .,pro:per v .,ENG ENG,0
117,basket que la tapa se rompió hace una pila de años .,n L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
118,.,None,,0
119,se quita la ropa .,pro:refl v det:art n .,ENG ENG ENG ENG,0
120,y la deja .,coord pro:obj v .,ENG ENG ENG,0
121,te lo juro .,pro:obj pro:obj v .,ENG ENG ENG,0
122,no está ni a dos pies del hamper .,L2 L2 L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ESP ESP ESP ENG,1
123,.,None,,0
124,y la deja regada al piso /.,coord pro:obj v part aprep v +/.,ENG ENG ENG ENG ENG ENG,0
125,.,None,,0
126,cinco pulgadas para acá está el pullover .,L2 L2 L2 L2 L2 L2 n .,ESP ESP ESP ESP ESP ESP ENG,1
127,it's like caballero .,pro:per conj L2 .,ENG ENG ESP,1
128,it's like //.,pro:per conj +//.,ENG ENG,0
129,.,None,,0
130,entonces se la quitó .,adv pro:refl pro:obj v .,ENG ENG ENG ENG,0
