,sentence,pos,language,switch
0,no pero vino porque he came to check on my machine .,co L2 L2 L2 pro:sub v prep n prep det:poss n .,ENG ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG,1
1,.,None,,0
2,because it wasn't recording .,conj pro:per aux part .,ENG ENG ENG ENG,0
3,.,None,,0
4,I guess yes .,pro:sub v co .,ENG ENG ENG,0
5,I was being sporadic .,pro:sub aux part adj .,ENG ENG ENG ENG,0
6,but I guess now I'm wearing it every day .,conj pro:sub v adv pro:sub part pro:per qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
7,.,None,,0
8,huh ?,co ?,ENG,0
9,.,None,,0
10,supposedly .,adv .,ENG,0
11,I mean it's not gonna kill me .,pro:sub v pro:per neg part v pro:obj .,ENG ENG ENG ENG ENG ENG ENG,0
12,no si él me lo dijo el domingo because he went to my mother in law's house .,co L2 L2 L2 L2 L2 L2 L2 conj pro:sub v prep det:poss n prep adj n .,ENG ESP ESP ESP ESP ESP ESP ESP ENG ENG ENG ENG ENG ENG ENG ENG ENG,1
13,yo le invité pa Easter porque me daba pena el pobre aquí solo sin familia ni nada .,L2 L2 L2 L2 n:prop L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 L2 .,ESP ESP ESP ESP ENG ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP ESP,1
14,so we had him over for Easter .,co pro:sub v pro:obj adv prep n:prop .,ENG ENG ENG ENG ENG ENG ENG,0
15,"me dice ""/.","pro:obj v +""/.",ENG ENG,0
16,ay sí I feel so bad !,L2 L2 pro:sub v adv adj !,ESP ESP ENG ENG ENG ENG,1
17,poor Katie and Rosa and you know .,adj n:prop coord L2 coord pro:per v .,ENG ENG ENG ESP ENG ENG ENG,1
18,oye y compraron un suitcase con un briefcase ?,L2 L2 L2 L2 n L2 L2 L2 ?,ESP ESP ESP ESP ENG ESP ESP ESP,1
19,.,None,,0
20,did he just get it ?,mod pro:sub adv aux pro:per ?,ENG ENG ENG ENG ENG,0
21,.,None,,0
22,no te lo creo .,adv pro:obj pro:obj v .,ENG ENG ENG ENG,0
23,.,None,,0
