,sentence,pos,language,switch
0,so you don't even look at a computer .,co pro:per mod adv v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
1,like he does it .,conj pro:sub mod pro:per .,ENG ENG ENG ENG,0
2,but he just does as far as he gets you know what I mean ?,conj pro:sub adv v adv adv conj pro:sub v pro:per v pro:int pro:sub v ?,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
3,yeah .,co .,ENG,0
4,and like he'll have time to do like maybe //.,coord co pro:sub v n inf v co adv +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
5,like we have to turn in a project for //.,conj pro:sub v prep n prep det:art n prep +//.,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
6,like every couple three weeks you turn in a project .,co qn n det:num n pro:per v prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
7,and then we have to do like one two or three tutorials .,coord adv:tem pro:sub v inf v prep det:num det:num coord det:num n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
8,and when he does the tutorials like he'll get through like one in each class .,coord conj pro:sub v det:art n prep pro:sub v adj co det:num prep qn n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
9,but he won't go over all the material .,conj pro:sub mod v adv qn det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
10,the projects take like four hours to do so mm ...,det:art n v co det:num n inf v co co +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
11,so he doesn't go over all the material .,co pro:sub mod v adv qn det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
12,and the only time that we like actually have inclass time with the computer like the teacher like can help you ...,coord det:art qn n pro:rel pro:sub v adv v adj n prep det:art n prep det:art n prep n v pro:per +...,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
13,uhuh .,co .,ENG,0
14,is on Thursdays .,cop prep n:prop .,ENG ENG ENG,0
15,and it's only /.,coord pro:per adv +/.,ENG ENG ENG,0
16,no .,co .,ENG,0
17,from twelve thirty to one forty five .,prep det:num det:num prep det:num det:num det:num .,ENG ENG ENG ENG ENG ENG ENG,0
18,and he looks really like strict man .,coord pro:sub v adv v adj n .,ENG ENG ENG ENG ENG ENG ENG,0
19,yeah bro .,co n .,ENG ENG,0
20,when I still have my hard //.,conj pro:sub adv v det:poss adj +//.,ENG ENG ENG ENG ENG ENG,0
21,he still has my hard drive .,pro:sub adv v det:poss adj n .,ENG ENG ENG ENG ENG ENG,0
22,I still haven't gone to get it .,pro:sub adv aux part inf v pro:per .,ENG ENG ENG ENG ENG ENG ENG,0
23,been there for like a year .,cop adv prep co det:art n .,ENG ENG ENG ENG ENG ENG,0
24,flash drive ?,n n ?,ENG ENG,0
25,yeah .,co .,ENG,0
26,yeah bro .,co n .,ENG ENG,0
27,I've lost two already because I give them ...,pro:sub part det:num adv conj pro:sub v pro:obj +...,ENG ENG ENG ENG ENG ENG ENG ENG,0
28,I turn them in .,pro:sub v pro:obj adv .,ENG ENG ENG ENG,0
29,and like the next week I forget to get them back .,coord co det:art adj n pro:sub v inf v pro:obj adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
30,and then like the week after that he doesn't know where the hell they are .,coord adv:tem conj det:art n prep adv pro:sub mod v pro:int det:art n pro:sub cop .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
31,for real ?,prep adj ?,ENG ENG,0
32,yeah .,co .,ENG,0
33,usually he knows where it is .,adv pro:sub v pro:int pro:per cop .,ENG ENG ENG ENG ENG ENG,0
34,but .,conj .,ENG,0
35,but he's like oh yeah .,conj pro:sub co co co .,ENG ENG ENG ENG ENG,0
36,but because I don't know .,conj conj pro:sub mod v .,ENG ENG ENG ENG ENG,0
