,sentence,pos,language,switch
0,she is actually putting of her own money .,pro:sub aux adv part prep det:poss adj n .,ENG ENG ENG ENG ENG ENG ENG ENG,0
1,like she /.,conj pro:sub +/.,ENG ENG,0
2,yeah but I think that they ...,co conj pro:sub v comp pro:sub +...,ENG ENG ENG ENG ENG ENG,0
3,I don't know .,pro:sub mod v .,ENG ENG ENG,0
4,and so now what's happening is basically what they're saying is that in order for Barack to win like the entire election in order for him to become president he has to basically get her support .,coord co adv pro:int n:gerund cop adv pro:int pro:sub n:gerund cop pro:dem prep n prep n:prop prep n prep det:art adj n prep n prep pro:obj inf part n pro:sub aux inf adv v det:poss n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
5,mhm .,co .,ENG,0
6,so he can get the rest of the democrats that she has because she has a couple .,co pro:sub mod v det:art n prep det:art n pro:rel pro:sub aux conj pro:sub v det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
7,they want him to get the rest of the democrats .,pro:sub v pro:obj inf v det:art n prep det:art n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
8,mhm .,co .,ENG,0
9,and if he gets the rest of the democrats that's it .,coord conj pro:sub v det:art n prep det:art n pro:rel pro:per .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
10,he becomes the next president .,pro:sub cop det:art adj n .,ENG ENG ENG ENG ENG,0
11,oh my god .,co det:poss n .,ENG ENG ENG,0
12,yup .,co .,ENG,0
13,has that ever even happened before ?,aux comp adv adj part adv ?,ENG ENG ENG ENG ENG ENG,0
14,a black president ?,det:art adj n ?,ENG ENG ENG,0
15,no .,co .,ENG,0
16,no not a //.,co neg det:art +//.,ENG ENG ENG,0
17,I know that much you know hello .,pro:sub v adv adv pro:per v n .,ENG ENG ENG ENG ENG ENG ENG,0
18,okay okay .,co co .,ENG ENG,0
19,well I'm saying like has that ever happened before like when they like /.,co pro:sub part conj aux comp adv part conj co conj pro:sub co +/.,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
20,when two people like running like that ?,conj det:num n co n:gerund co pro:dem ?,ENG ENG ENG ENG ENG ENG ENG,0
21,I'm not /.,pro:sub neg +/.,ENG ENG,0
22,no I'm saying like that they already know who's gonna win from like before .,co pro:sub n:gerund co adv pro:sub adv v pro:rel part v prep co adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
23,no no no it's not that they already know who's gonna win .,co co co pro:per neg pro:rel pro:sub adv v pro:rel part v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
24,what's happened is basically that they're running against each other within the same party .,pro:int part cop adv comp pro:sub part prep qn qn prep det:art adj n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
25,mhm .,co .,ENG,0
26,like they're both on the same team if you will .,conj pro:sub qn prep det:art adj n conj pro:per mod .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
27,oh okay .,co co .,ENG ENG,0
28,and basically like you know there comes a certain point when you already know .,coord adv v pro:per v adv v det:art adj n conj pro:per adv v .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
29,like they keep like you know like ...,conj pro:sub v prep pro:per v prep +...,ENG ENG ENG ENG ENG ENG ENG,0
30,oh okay okay okay no now I see what you're saying .,co co co co co adv pro:sub v pro:int pro:per part .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
31,yeah .,co .,ENG,0
32,so now they already know that he's the one that he's gonna be running for that team .,adv adv pro:sub adv v comp pro:sub det:art pro:indef pro:rel pro:sub part aux part prep det:dem n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
33,yeah yeah .,co co .,ENG ENG,0
34,so there's no reason for her to still be there .,co pro:exist qn n prep pro:obj inf adj aux adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
35,but she doesn't want to give up .,conj pro:sub mod v inf v adv .,ENG ENG ENG ENG ENG ENG ENG,0
36,that sucks .,pro:rel v .,ENG ENG,0
37,but whatever .,conj pro:int .,ENG ENG,0
38,don't feel bad for her .,mod v adj prep pro:obj .,ENG ENG ENG ENG ENG,0
39,why you want Obama to win ?,pro:int pro:per v n:prop inf v ?,ENG ENG ENG ENG ENG ENG,0
40,yeah I want Barack Obama to win .,co pro:sub v n:prop n:prop inf v .,ENG ENG ENG ENG ENG ENG ENG,0
41,in a way I want him to win too .,prep det:art n pro:sub v pro:obj prep n adv .,ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
42,but then I was kind of like rooting for girl .,conj adv:tem pro:sub aux adj prep co part prep n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
43,you know ?,pro:per v ?,ENG ENG,0
44,yeah of course because you want you know you want her to you know change .,co prep n conj pro:per v pro:per v pro:per v pro:obj prep pro:per v n .,ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG ENG,0
45,yeah yeah I'm a girl yeah .,co co pro:sub det:art n co .,ENG ENG ENG ENG ENG ENG,0
46,so what's going on with your hair ?,adv pro:int part adv prep det:poss n ?,ENG ENG ENG ENG ENG ENG ENG,0
47,it looks very nice today .,pro:per v adv adj adv:tem .,ENG ENG ENG ENG ENG,0
48,you know what ?,pro:per v pro:int ?,ENG ENG ENG,0
49,I didn't want to brush my hair today .,pro:sub mod v inf v det:poss n adv:tem .,ENG ENG ENG ENG ENG ENG ENG ENG,0
